id,attack_date,org_type,org_size,facilities_affected,cyber_threats_tracked,monitoring_freq,backup_compromised,ransomware_infection_rate_(%),data_encrypted,data_stolen,recovery_time_(days),entry_method,paid_ransom,data_restored,ransomware_incidents
RAN202404118,30-07-2024 21:00,Clinic,Medium,19,350+,More than once per day,TRUE,30.78,TRUE,FALSE,29,Exploited Vulnerability,FALSE,48.54,6
RAN202404119,12-06-2024 07:00,Hospital,Large,2,350+,Monthly,TRUE,72.95,FALSE,TRUE,26,Phishing Email,FALSE,15.74,3
RAN202404120,16-03-2024 00:00,Research Lab,Medium,19,350+,Daily,TRUE,63.83,TRUE,FALSE,39,Exploited Vulnerability,TRUE,31.33,3
RAN202404121,31-10-2024 20:00,Hospital,Large,2,350+,Monthly,TRUE,87.93,TRUE,FALSE,28,RDP Exploit,FALSE,54.81,3
RAN202404122,27-09-2024 01:00,Clinic,Medium,15,50-350,Monthly,TRUE,49.36,TRUE,TRUE,67,Exploited Vulnerability,TRUE,57.91,3
RAN202404123,29-08-2024 00:00,Clinic,Medium,24,50-350,Weekly,TRUE,64.51,TRUE,TRUE,88,Compromised Credentials,FALSE,36.12,4
RAN202404124,29-07-2024 20:00,Pharma,Large,21,350+,More than once per day,TRUE,21.38,FALSE,FALSE,14,Exploited Vulnerability,TRUE,89.31,7
RAN202404125,19-07-2024 09:00,Research Lab,Small,3,Jan-50,More than once per day,TRUE,50.67,TRUE,FALSE,28,Compromised Credentials,FALSE,23.1,5
RAN202404126,18-01-2024 11:00,Clinic,Small,5,350+,Daily,FALSE,73.63,TRUE,FALSE,17,Phishing Email,TRUE,57,4
RAN202404127,11-10-2024 22:00,Clinic,Medium,11,50-350,Daily,FALSE,68.18,TRUE,FALSE,44,Compromised Credentials,FALSE,33.57,1
RAN202404128,19-04-2024 15:00,Pharma,Medium,24,50-350,Weekly,FALSE,47.69,TRUE,FALSE,40,Compromised Credentials,FALSE,28.35,6
RAN202404129,12-02-2024 19:00,Hospital,Medium,7,50-350,Daily,TRUE,57.15,TRUE,FALSE,55,Phishing Email,FALSE,25.93,5
RAN202404130,07-06-2024 13:00,Hospital,Large,6,350+,Monthly,FALSE,48.27,TRUE,TRUE,12,Phishing Email,FALSE,50.58,5
RAN202404131,01-02-2024 01:00,Hospital,Large,14,Jan-50,Daily,TRUE,60.27,TRUE,FALSE,70,Exploited Vulnerability,TRUE,46.83,6
RAN202404132,22-02-2024 11:00,Hospital,Medium,1,50-350,Weekly,TRUE,56.84,TRUE,FALSE,38,Compromised Credentials,TRUE,66.2,6
RAN202404133,30-07-2024 09:00,Clinic,Medium,17,50-350,Monthly,TRUE,71.32,TRUE,TRUE,100,Compromised Credentials,FALSE,13.76,1
RAN202404134,10-07-2024 18:00,Clinic,Small,17,Jan-50,More than once per day,FALSE,42.8,TRUE,FALSE,33,Compromised Credentials,TRUE,56.39,2
RAN202404135,22-03-2024 14:00,Clinic,Medium,14,50-350,Daily,FALSE,42.69,TRUE,FALSE,19,Compromised Credentials,TRUE,60.67,7
RAN202404136,24-09-2024 09:00,Hospital,Medium,10,50-350,More than once per day,TRUE,31.71,TRUE,FALSE,31,Exploited Vulnerability,FALSE,49.19,6
RAN202404137,24-07-2024 20:00,Research Lab,Medium,8,50-350,More than once per day,TRUE,31.45,TRUE,FALSE,27,Compromised Credentials,TRUE,58.89,5
RAN202404138,23-03-2024 02:00,Hospital,Medium,8,Jan-50,Daily,FALSE,50.3,TRUE,FALSE,34,Phishing Email,TRUE,53.63,7
RAN202404139,19-10-2024 19:00,Clinic,Medium,14,50-350,Daily,FALSE,76.78,FALSE,FALSE,38,Phishing Email,FALSE,38.02,7
RAN202404140,04-01-2024 14:00,Clinic,Medium,7,50-350,Daily,FALSE,45.64,TRUE,FALSE,30,Exploited Vulnerability,FALSE,28.97,4
RAN202404141,24-03-2024 06:00,Hospital,Medium,6,50-350,Monthly,TRUE,68.24,FALSE,TRUE,74,Compromised Credentials,FALSE,37.75,5
RAN202404142,25-04-2024 19:00,Hospital,Large,4,Jan-50,Daily,TRUE,51.92,FALSE,TRUE,42,Compromised Credentials,FALSE,39.29,7
RAN202404143,25-11-2024 18:00,Hospital,Large,1,350+,Daily,TRUE,78.88,TRUE,TRUE,29,Compromised Credentials,TRUE,25.15,6
RAN202404144,23-09-2024 03:00,Insurance,Medium,15,50-350,More than once per day,FALSE,40.29,TRUE,TRUE,29,Exploited Vulnerability,FALSE,47.44,6
RAN202404145,27-12-2024 13:00,Pharma,Medium,15,50-350,Daily,FALSE,56.85,TRUE,TRUE,39,Exploited Vulnerability,FALSE,30.92,1
RAN202404146,29-07-2024 01:00,Clinic,Medium,1,50-350,Daily,TRUE,44.38,TRUE,TRUE,30,Exploited Vulnerability,TRUE,57.07,7
RAN202404147,29-07-2024 06:00,Hospital,Large,20,Jan-50,Monthly,TRUE,82.19,TRUE,FALSE,106,Phishing Email,FALSE,23,1
RAN202404148,11-05-2024 08:00,Clinic,Medium,3,50-350,Daily,FALSE,49.21,TRUE,TRUE,17,Compromised Credentials,TRUE,56.58,6
RAN202404149,24-07-2024 02:00,Research Lab,Medium,23,50-350,More than once per day,TRUE,37.24,TRUE,FALSE,30,Phishing Email,TRUE,65.05,4
RAN202404150,11-03-2024 18:00,Research Lab,Medium,5,50-350,Daily,FALSE,78.29,TRUE,FALSE,33,Phishing Email,TRUE,51.01,1
RAN202404151,02-10-2024 02:00,Hospital,Medium,5,50-350,More than once per day,TRUE,35.11,TRUE,FALSE,27,Compromised Credentials,FALSE,40.43,5
RAN202404152,03-04-2024 19:00,Hospital,Medium,4,50-350,Daily,FALSE,42.61,TRUE,FALSE,9,Phishing Email,TRUE,57.17,3
RAN202404153,15-10-2024 06:00,Research Lab,Small,17,Jan-50,Weekly,FALSE,64.32,TRUE,FALSE,72,Compromised Credentials,TRUE,50.76,4
RAN202404154,03-04-2024 09:00,Hospital,Medium,21,50-350,More than once per day,TRUE,39.61,TRUE,FALSE,38,Compromised Credentials,FALSE,27.85,1
RAN202404155,11-11-2024 13:00,Hospital,Large,20,Jan-50,Daily,FALSE,66.92,TRUE,FALSE,49,Compromised Credentials,TRUE,52.93,2
RAN202404156,22-12-2024 01:00,Hospital,Large,14,Jan-50,Weekly,TRUE,40.9,FALSE,FALSE,47,Phishing Email,TRUE,62.47,2
RAN202404157,19-03-2024 20:00,Clinic,Small,8,350+,Daily,FALSE,79.98,TRUE,FALSE,20,Phishing Email,TRUE,59.91,3
RAN202404158,21-08-2024 08:00,Insurance,Medium,2,50-350,More than once per day,FALSE,25.74,TRUE,TRUE,12,Compromised Credentials,TRUE,62.24,7
RAN202404159,31-05-2024 21:00,Pharma,Medium,8,50-350,Monthly,TRUE,38.46,TRUE,FALSE,27,Exploited Vulnerability,TRUE,61.97,7
RAN202404160,29-10-2024 00:00,Clinic,Medium,1,50-350,Daily,TRUE,51.61,TRUE,FALSE,52,RDP Exploit,FALSE,25.44,5
RAN202404161,06-12-2024 10:00,Clinic,Small,4,350+,Weekly,TRUE,69.99,TRUE,TRUE,30,Phishing Email,TRUE,70.84,6
RAN202404162,07-08-2024 06:00,Hospital,Medium,19,50-350,Daily,FALSE,74.66,TRUE,TRUE,38,Compromised Credentials,FALSE,18.76,3
RAN202404163,12-11-2024 19:00,Clinic,Medium,5,50-350,Daily,FALSE,71.51,TRUE,FALSE,26,Phishing Email,FALSE,42.55,5
RAN202404164,19-06-2024 04:00,Hospital,Medium,5,Jan-50,Daily,TRUE,80.21,TRUE,FALSE,52,Exploited Vulnerability,FALSE,14.46,6
RAN202404165,25-03-2024 13:00,Clinic,Medium,21,350+,Daily,FALSE,56.2,FALSE,FALSE,23,RDP Exploit,FALSE,26.36,6
RAN202404166,21-01-2024 02:00,Hospital,Large,20,350+,More than once per day,TRUE,40.76,TRUE,FALSE,17,Compromised Credentials,FALSE,33.3,7
RAN202404167,25-10-2024 22:00,Hospital,Large,24,350+,Daily,TRUE,47.48,TRUE,TRUE,32,Compromised Credentials,FALSE,52.75,2
RAN202404168,25-02-2024 02:00,Hospital,Large,19,Jan-50,Monthly,TRUE,51.55,FALSE,FALSE,45,Exploited Vulnerability,FALSE,46.03,1
RAN202404169,13-02-2024 20:00,Hospital,Large,12,Jan-50,Weekly,FALSE,45.13,TRUE,FALSE,23,RDP Exploit,TRUE,62.8,3
RAN202404170,06-07-2024 12:00,Hospital,Large,20,Jan-50,More than once per day,TRUE,39.11,TRUE,FALSE,38,Compromised Credentials,FALSE,18.31,1
RAN202404171,10-03-2024 20:00,Hospital,Medium,1,Jan-50,Weekly,FALSE,62.62,TRUE,TRUE,22,Phishing Email,FALSE,22.07,2
RAN202404172,01-06-2024 13:00,Pharma,Large,7,350+,Monthly,TRUE,48.79,TRUE,FALSE,34,Phishing Email,TRUE,64.01,5
RAN202404173,14-07-2024 19:00,Clinic,Small,17,Jan-50,Weekly,FALSE,82.04,FALSE,FALSE,50,Phishing Email,FALSE,26.91,7
RAN202404174,14-05-2024 13:00,Clinic,Small,2,Jan-50,More than once per day,TRUE,47.14,TRUE,TRUE,35,Phishing Email,TRUE,51.04,6
RAN202404175,11-11-2024 00:00,Insurance,Large,11,Jan-50,Monthly,FALSE,55.58,TRUE,FALSE,30,RDP Exploit,TRUE,12.58,1
RAN202404176,24-09-2024 14:00,Pharma,Large,7,Jan-50,Daily,TRUE,62.93,FALSE,FALSE,66,Exploited Vulnerability,TRUE,52.46,2
RAN202404177,07-01-2024 16:00,Clinic,Small,17,Jan-50,Daily,FALSE,49.95,TRUE,FALSE,23,Exploited Vulnerability,TRUE,60.71,4
RAN202404178,12-08-2024 01:00,Insurance,Medium,3,50-350,Daily,FALSE,50.92,TRUE,FALSE,26,Exploited Vulnerability,FALSE,25.89,6
RAN202404179,28-10-2024 14:00,Hospital,Medium,22,50-350,Monthly,FALSE,73.9,TRUE,FALSE,57,Exploited Vulnerability,FALSE,20.37,3
RAN202404180,08-02-2024 15:00,Hospital,Large,6,Jan-50,Monthly,FALSE,58.52,TRUE,FALSE,17,Exploited Vulnerability,TRUE,48.15,5
RAN202404181,03-09-2024 09:00,Clinic,Medium,22,50-350,Monthly,FALSE,81.98,TRUE,TRUE,46,Phishing Email,TRUE,44.78,5
RAN202404182,03-05-2024 00:00,Clinic,Medium,11,50-350,More than once per day,TRUE,44.64,TRUE,FALSE,23,Phishing Email,FALSE,40.48,4
RAN202404183,07-12-2024 05:00,Clinic,Small,18,Jan-50,Monthly,FALSE,57.28,TRUE,FALSE,35,Compromised Credentials,TRUE,47.37,6
RAN202404184,14-07-2024 17:00,Hospital,Medium,18,50-350,More than once per day,FALSE,32.29,FALSE,FALSE,21,Exploited Vulnerability,FALSE,34.57,6
RAN202404185,27-02-2024 16:00,Hospital,Medium,22,50-350,Daily,TRUE,61.55,TRUE,FALSE,55,RDP Exploit,FALSE,26.52,3
RAN202404186,13-10-2024 02:00,Clinic,Medium,10,50-350,Daily,FALSE,53,TRUE,TRUE,37,Exploited Vulnerability,FALSE,21.81,7
RAN202404187,19-09-2024 20:00,Hospital,Medium,5,50-350,Daily,FALSE,80.1,TRUE,FALSE,31,Exploited Vulnerability,TRUE,56.12,1
RAN202404188,18-10-2024 05:00,Clinic,Small,23,Jan-50,Weekly,FALSE,61.76,FALSE,FALSE,50,RDP Exploit,FALSE,24.84,2
RAN202404189,26-07-2024 11:00,Clinic,Small,23,350+,Daily,FALSE,62.97,TRUE,FALSE,34,Exploited Vulnerability,TRUE,57.89,2
RAN202404190,20-08-2024 21:00,Research Lab,Small,21,350+,Monthly,TRUE,70.38,TRUE,FALSE,45,Exploited Vulnerability,TRUE,63,1
RAN202404191,17-07-2024 07:00,Research Lab,Medium,24,350+,Daily,TRUE,68.52,TRUE,FALSE,39,Exploited Vulnerability,FALSE,30.35,7
RAN202404192,02-02-2024 10:00,Insurance,Medium,22,Jan-50,Daily,TRUE,46.47,TRUE,FALSE,60,Compromised Credentials,FALSE,34.59,1
RAN202404193,26-06-2024 00:00,Clinic,Medium,15,350+,Monthly,TRUE,49.71,TRUE,TRUE,33,Exploited Vulnerability,TRUE,52.89,3
RAN202404194,11-11-2024 15:00,Research Lab,Small,21,350+,More than once per day,FALSE,54.06,FALSE,FALSE,18,Compromised Credentials,FALSE,27.86,4
RAN202404195,13-03-2024 00:00,Clinic,Medium,20,350+,Weekly,TRUE,61.69,TRUE,TRUE,51,Exploited Vulnerability,FALSE,21.46,2
RAN202404196,03-09-2024 22:00,Hospital,Large,23,Jan-50,Weekly,TRUE,39.46,TRUE,TRUE,58,Exploited Vulnerability,FALSE,34.19,4
RAN202404197,24-12-2024 09:00,Hospital,Medium,4,50-350,Daily,FALSE,56.45,TRUE,FALSE,25,Compromised Credentials,FALSE,24.31,3
RAN202404198,03-04-2024 16:00,Hospital,Large,21,350+,Weekly,FALSE,50.17,TRUE,TRUE,19,Exploited Vulnerability,FALSE,60.83,7
RAN202404199,18-05-2024 21:00,Clinic,Medium,21,50-350,Daily,TRUE,53.4,FALSE,FALSE,87,Exploited Vulnerability,FALSE,46.23,1
RAN202404200,25-09-2024 10:00,Clinic,Medium,1,50-350,Monthly,TRUE,79.24,TRUE,FALSE,77,Compromised Credentials,FALSE,31.47,6
RAN202404201,27-08-2024 05:00,Insurance,Large,15,350+,More than once per day,TRUE,38.47,TRUE,FALSE,21,RDP Exploit,FALSE,47.15,2
RAN202404202,01-06-2024 15:00,Hospital,Medium,17,50-350,Daily,TRUE,89.61,TRUE,TRUE,31,Compromised Credentials,TRUE,44.69,4
RAN202404203,22-08-2024 23:00,Hospital,Medium,19,50-350,More than once per day,FALSE,26.98,TRUE,FALSE,17,Exploited Vulnerability,FALSE,70.72,5
RAN202404204,24-04-2024 16:00,Pharma,Medium,14,50-350,Daily,FALSE,46.99,TRUE,FALSE,38,Malicious Website,FALSE,56.95,2
RAN202404205,13-04-2024 01:00,Hospital,Large,19,350+,Weekly,TRUE,50.56,TRUE,TRUE,23,Exploited Vulnerability,TRUE,67.16,5
RAN202404206,19-05-2024 21:00,Clinic,Small,18,Jan-50,Monthly,FALSE,67.33,TRUE,FALSE,53,Infected Removable Media,FALSE,25.09,5
RAN202404207,26-07-2024 00:00,Clinic,Medium,2,50-350,Weekly,TRUE,39.78,FALSE,FALSE,52,Exploited Vulnerability,FALSE,37.49,5
RAN202404208,13-07-2024 15:00,Clinic,Medium,6,50-350,Daily,FALSE,52.48,TRUE,FALSE,23,Infected Removable Media,FALSE,20.14,5
RAN202404209,02-03-2024 16:00,Hospital,Medium,13,50-350,Monthly,TRUE,66.2,TRUE,TRUE,73,Phishing Email,TRUE,58.83,6
RAN202404210,16-11-2024 16:00,Hospital,Medium,17,50-350,Daily,FALSE,47.61,FALSE,FALSE,29,Compromised Credentials,FALSE,19,2
RAN202404211,02-07-2024 23:00,Hospital,Large,6,350+,Weekly,TRUE,43.8,TRUE,TRUE,17,Compromised Credentials,TRUE,31.41,5
RAN202404212,02-05-2024 14:00,Clinic,Medium,21,350+,Weekly,TRUE,56.01,TRUE,FALSE,38,Compromised Credentials,TRUE,70.9,6
RAN202404213,06-10-2024 03:00,Clinic,Small,22,Jan-50,Daily,TRUE,62.66,TRUE,TRUE,78,Compromised Credentials,TRUE,45.12,2
RAN202404214,11-05-2024 12:00,Hospital,Medium,5,50-350,Weekly,TRUE,77.11,FALSE,FALSE,58,Exploited Vulnerability,TRUE,48.24,1
RAN202404215,15-06-2024 21:00,Clinic,Small,7,Jan-50,Daily,FALSE,67.31,TRUE,FALSE,32,Phishing Email,TRUE,25.31,4
RAN202404216,07-03-2024 03:00,Insurance,Medium,1,Jan-50,Weekly,TRUE,52.8,TRUE,FALSE,36,Exploited Vulnerability,TRUE,53.76,7
RAN202404217,24-12-2024 17:00,Hospital,Medium,13,50-350,Weekly,TRUE,65.82,FALSE,TRUE,71,Compromised Credentials,FALSE,23.7,4
RAN202404218,19-04-2024 22:00,Clinic,Small,19,350+,Monthly,FALSE,74.81,TRUE,FALSE,30,Compromised Credentials,TRUE,62.59,7
RAN202404219,03-07-2024 08:00,Clinic,Small,22,350+,Monthly,TRUE,65.38,TRUE,FALSE,52,Exploited Vulnerability,FALSE,31.09,7
RAN202404220,18-03-2024 10:00,Hospital,Medium,1,Jan-50,Daily,FALSE,71.16,FALSE,FALSE,16,Exploited Vulnerability,FALSE,27.08,4
RAN202404221,01-07-2024 17:00,Hospital,Large,13,Jan-50,Weekly,TRUE,60.69,TRUE,TRUE,63,Exploited Vulnerability,TRUE,63.9,1
RAN202404222,11-01-2024 12:00,Clinic,Medium,11,50-350,Daily,TRUE,65.75,TRUE,FALSE,67,Compromised Credentials,TRUE,28.66,4
RAN202404223,16-11-2024 20:00,Insurance,Medium,7,50-350,Daily,FALSE,51.6,TRUE,FALSE,17,Compromised Credentials,FALSE,36.58,6
RAN202404224,10-10-2024 14:00,Insurance,Large,20,Jan-50,Monthly,TRUE,51.52,TRUE,FALSE,57,Phishing Email,TRUE,45.75,1
RAN202404225,29-07-2024 14:00,Clinic,Small,3,350+,Monthly,TRUE,46.49,TRUE,FALSE,13,RDP Exploit,TRUE,71.02,3
RAN202404226,21-03-2024 00:00,Research Lab,Small,1,350+,Monthly,FALSE,75.82,TRUE,FALSE,14,RDP Exploit,FALSE,16.96,2
RAN202404227,25-02-2024 02:00,Hospital,Medium,8,50-350,More than once per day,TRUE,21.34,FALSE,FALSE,21,Phishing Email,TRUE,89.33,7
RAN202404228,18-06-2024 19:00,Clinic,Small,17,350+,Monthly,FALSE,59.64,TRUE,FALSE,23,Exploited Vulnerability,FALSE,56.93,3
RAN202404229,04-12-2024 22:00,Clinic,Small,13,Jan-50,Monthly,FALSE,35.02,TRUE,FALSE,23,Compromised Credentials,FALSE,57.67,1
RAN202404230,28-06-2024 02:00,Hospital,Medium,14,50-350,Daily,TRUE,59.53,TRUE,FALSE,49,Compromised Credentials,FALSE,17.26,5
RAN202404231,16-12-2024 05:00,Research Lab,Medium,5,50-350,Daily,FALSE,46.3,TRUE,TRUE,17,Compromised Credentials,TRUE,56.85,1
RAN202404232,20-07-2024 00:00,Clinic,Small,24,Jan-50,Weekly,TRUE,66.01,TRUE,FALSE,91,Exploited Vulnerability,TRUE,35.88,6
RAN202404233,23-08-2024 00:00,Hospital,Large,22,350+,Weekly,TRUE,65.48,TRUE,FALSE,42,Exploited Vulnerability,FALSE,51.37,2
RAN202404234,28-02-2024 04:00,Pharma,Medium,23,50-350,Monthly,FALSE,49.87,TRUE,TRUE,59,Phishing Email,FALSE,30.29,3
RAN202404235,03-01-2024 23:00,Hospital,Medium,24,50-350,Daily,FALSE,61.25,TRUE,TRUE,50,Exploited Vulnerability,FALSE,11.58,1
RAN202404236,04-08-2024 05:00,Hospital,Medium,6,Jan-50,Weekly,FALSE,63.97,TRUE,FALSE,26,Compromised Credentials,FALSE,28.32,2
RAN202404237,25-10-2024 15:00,Hospital,Large,22,Jan-50,Weekly,FALSE,50.21,FALSE,TRUE,42,Exploited Vulnerability,FALSE,35.54,5
RAN202404238,08-03-2024 15:00,Research Lab,Small,6,Jan-50,Daily,TRUE,58.41,TRUE,FALSE,38,Compromised Credentials,FALSE,29.53,6
RAN202404239,28-06-2024 10:00,Research Lab,Medium,21,50-350,Monthly,TRUE,54.22,TRUE,FALSE,69,Exploited Vulnerability,TRUE,57.05,3
RAN202404240,13-04-2024 21:00,Hospital,Medium,8,50-350,Daily,TRUE,90,FALSE,FALSE,53,Exploited Vulnerability,FALSE,19.26,3
RAN202404241,25-04-2024 08:00,Clinic,Small,13,Jan-50,Daily,TRUE,82.17,TRUE,FALSE,81,Compromised Credentials,TRUE,49.13,4
RAN202404242,24-03-2024 22:00,Hospital,Medium,18,50-350,More than once per day,TRUE,50.76,TRUE,TRUE,46,Exploited Vulnerability,TRUE,63.06,3
RAN202404243,27-08-2024 19:00,Research Lab,Medium,23,50-350,Daily,FALSE,58.63,FALSE,FALSE,37,Phishing Email,FALSE,45.19,7
RAN202404244,29-10-2024 04:00,Clinic,Medium,4,50-350,Weekly,TRUE,68.64,TRUE,FALSE,54,Infected Removable Media,FALSE,20.72,4
RAN202404245,30-12-2024 15:00,Clinic,Medium,17,50-350,Monthly,FALSE,61.88,TRUE,FALSE,46,Compromised Credentials,TRUE,57.07,3
RAN202404246,10-11-2024 02:00,Pharma,Large,5,350+,Daily,FALSE,65.01,TRUE,FALSE,16,Exploited Vulnerability,FALSE,39.53,3
RAN202404247,24-10-2024 21:00,Hospital,Medium,3,50-350,Daily,TRUE,63.22,TRUE,FALSE,43,Phishing Email,TRUE,43.65,1
RAN202404248,27-10-2024 00:00,Hospital,Medium,4,50-350,Daily,TRUE,59.93,TRUE,FALSE,52,Compromised Credentials,TRUE,63.98,5
RAN202404249,06-06-2024 10:00,Clinic,Small,23,Jan-50,Weekly,TRUE,68.57,TRUE,FALSE,90,Compromised Credentials,FALSE,28.89,6
RAN202404250,05-04-2024 06:00,Pharma,Large,5,Jan-50,Monthly,TRUE,30.2,TRUE,FALSE,29,Phishing Email,TRUE,48.15,5
RAN202404251,11-01-2024 23:00,Hospital,Large,14,Jan-50,Weekly,FALSE,56.52,TRUE,TRUE,24,RDP Exploit,FALSE,38.88,3
RAN202404252,08-09-2024 01:00,Hospital,Medium,15,50-350,Weekly,TRUE,70.1,TRUE,FALSE,57,Exploited Vulnerability,TRUE,63.3,3
RAN202404253,07-07-2024 12:00,Hospital,Medium,20,Jan-50,Weekly,FALSE,71.39,FALSE,TRUE,59,Infected Removable Media,FALSE,21.27,4
RAN202404254,31-08-2024 12:00,Clinic,Small,17,Jan-50,More than once per day,FALSE,46.24,TRUE,FALSE,43,Exploited Vulnerability,FALSE,24.05,5
RAN202404255,06-07-2024 03:00,Hospital,Medium,6,50-350,Weekly,TRUE,65.55,TRUE,TRUE,54,Exploited Vulnerability,FALSE,21.19,7
RAN202404256,21-05-2024 03:00,Clinic,Small,10,Jan-50,Weekly,FALSE,58.07,TRUE,FALSE,23,Phishing Email,FALSE,26.79,6
RAN202404257,27-04-2024 06:00,Pharma,Large,22,Jan-50,Weekly,TRUE,67.13,TRUE,FALSE,91,Exploited Vulnerability,FALSE,25.11,1
RAN202404258,05-12-2024 12:00,Clinic,Small,23,Jan-50,Monthly,TRUE,90,TRUE,FALSE,88,Phishing Email,TRUE,16.9,5
RAN202404259,08-07-2024 19:00,Hospital,Medium,16,50-350,Weekly,TRUE,73.17,TRUE,TRUE,79,Exploited Vulnerability,TRUE,53.05,2
RAN202404260,15-03-2024 12:00,Clinic,Small,17,Jan-50,Weekly,TRUE,56.38,FALSE,FALSE,77,Exploited Vulnerability,FALSE,10.93,5
RAN202404261,27-07-2024 16:00,Hospital,Medium,14,50-350,Monthly,TRUE,83.08,TRUE,FALSE,86,Exploited Vulnerability,TRUE,56.99,1
RAN202404262,08-04-2024 16:00,Insurance,Medium,20,50-350,Monthly,FALSE,62.34,FALSE,FALSE,44,Malicious Website,FALSE,41.43,5
RAN202404263,23-03-2024 05:00,Clinic,Medium,12,50-350,Weekly,TRUE,61.04,TRUE,FALSE,51,Phishing Email,TRUE,71.34,6
RAN202404264,10-09-2024 04:00,Hospital,Medium,9,50-350,More than once per day,FALSE,38.84,FALSE,FALSE,15,Exploited Vulnerability,TRUE,61.4,1
RAN202404265,24-09-2024 16:00,Clinic,Small,15,350+,Daily,TRUE,76.93,TRUE,FALSE,48,Compromised Credentials,FALSE,44.44,4
RAN202404266,06-07-2024 06:00,Clinic,Small,12,Jan-50,Weekly,TRUE,52.88,TRUE,FALSE,40,Compromised Credentials,TRUE,24,3
RAN202404267,22-09-2024 01:00,Clinic,Small,14,Jan-50,More than once per day,TRUE,41.65,FALSE,FALSE,33,Compromised Credentials,TRUE,57.47,6
RAN202404268,28-07-2024 03:00,Hospital,Large,22,Jan-50,More than once per day,FALSE,21.84,FALSE,FALSE,17,Compromised Credentials,TRUE,28.51,6
RAN202404269,13-08-2024 08:00,Insurance,Medium,18,Jan-50,More than once per day,TRUE,34.55,TRUE,TRUE,35,Malicious Website,FALSE,26.69,4
RAN202404270,16-10-2024 03:00,Pharma,Medium,20,Jan-50,Weekly,TRUE,67.87,TRUE,FALSE,73,Compromised Credentials,FALSE,23.02,3
RAN202404271,21-12-2024 17:00,Clinic,Small,6,Jan-50,Daily,TRUE,53.25,TRUE,FALSE,52,Compromised Credentials,TRUE,50.25,4
RAN202404272,10-09-2024 10:00,Pharma,Medium,4,50-350,Daily,FALSE,66.57,TRUE,FALSE,26,Compromised Credentials,FALSE,36.77,4
RAN202404273,10-01-2024 15:00,Hospital,Medium,23,50-350,More than once per day,TRUE,30.63,TRUE,FALSE,48,Compromised Credentials,FALSE,26.7,7
RAN202404274,07-08-2024 06:00,Clinic,Small,12,Jan-50,Weekly,FALSE,35.38,TRUE,TRUE,27,Exploited Vulnerability,FALSE,24.57,7
RAN202404275,21-04-2024 22:00,Clinic,Medium,13,50-350,Daily,TRUE,53.82,TRUE,TRUE,72,Exploited Vulnerability,TRUE,42.55,3
RAN202404276,07-09-2024 13:00,Clinic,Small,19,Jan-50,Daily,FALSE,65.42,TRUE,FALSE,70,Exploited Vulnerability,TRUE,39.92,1
RAN202404277,10-06-2024 16:00,Clinic,Small,22,Jan-50,Weekly,TRUE,50.56,TRUE,FALSE,72,Exploited Vulnerability,FALSE,29.03,2
RAN202404278,25-11-2024 05:00,Hospital,Medium,13,50-350,Weekly,TRUE,59.98,TRUE,FALSE,41,Exploited Vulnerability,TRUE,56.53,3
RAN202404279,29-10-2024 15:00,Hospital,Large,12,Jan-50,Daily,TRUE,69.4,TRUE,FALSE,70,Compromised Credentials,TRUE,48.76,1
RAN202404280,20-03-2024 10:00,Hospital,Medium,20,Jan-50,Weekly,FALSE,63.86,TRUE,FALSE,38,Exploited Vulnerability,TRUE,42.49,1
RAN202404281,18-04-2024 03:00,Hospital,Medium,3,50-350,Daily,TRUE,65.27,TRUE,FALSE,38,Exploited Vulnerability,TRUE,63.47,1
RAN202404282,31-01-2024 00:00,Research Lab,Small,3,350+,Weekly,FALSE,84.63,TRUE,FALSE,21,RDP Exploit,FALSE,45.03,6
RAN202404283,19-02-2024 10:00,Hospital,Medium,14,50-350,Daily,TRUE,62.11,TRUE,FALSE,58,Exploited Vulnerability,TRUE,62.25,5
RAN202404284,26-02-2024 11:00,Hospital,Medium,18,Jan-50,Daily,TRUE,58.81,TRUE,FALSE,59,Exploited Vulnerability,TRUE,51.38,3
RAN202404285,04-02-2024 19:00,Clinic,Small,19,350+,Weekly,TRUE,59.98,TRUE,FALSE,47,Exploited Vulnerability,TRUE,54.47,7
RAN202404286,20-02-2024 04:00,Clinic,Medium,10,50-350,Weekly,TRUE,52.88,TRUE,FALSE,52,RDP Exploit,TRUE,56.46,3
RAN202404287,28-11-2024 09:00,Insurance,Medium,17,50-350,Daily,FALSE,58.55,TRUE,FALSE,30,RDP Exploit,TRUE,14.69,4
RAN202404288,03-05-2024 02:00,Clinic,Medium,15,350+,More than once per day,FALSE,27.57,TRUE,FALSE,8,RDP Exploit,FALSE,67.44,3
RAN202404289,09-12-2024 03:00,Hospital,Medium,19,50-350,Weekly,FALSE,68.04,TRUE,FALSE,39,Exploited Vulnerability,TRUE,54.7,1
RAN202404290,22-10-2024 19:00,Insurance,Medium,9,Jan-50,Weekly,TRUE,60.68,TRUE,FALSE,46,Exploited Vulnerability,TRUE,52.41,2
RAN202404291,30-12-2024 04:00,Clinic,Medium,4,50-350,Daily,TRUE,69.68,FALSE,FALSE,61,Malicious Website,TRUE,49.3,7
RAN202404292,14-06-2024 12:00,Hospital,Medium,15,50-350,Weekly,FALSE,75.43,TRUE,FALSE,46,Exploited Vulnerability,TRUE,54.45,2
